,TMEM,P5_1,J2_1,J2_14,J1AB,T2,Q1_1,Q1_3,Q1_5,Q1_13
2282,11,2,1,2,2,2,2,2,1,2
2283,4,2,1,2,1,3,2,2,1,1
2284,5,2,1,2,1,1,2,2,2,1
2285,3,2,1,2,1,2,3,1,1,1
2286,3,2,1,2,1,2,2,1,2,1
2287,6,2,1,1,1,2,2,1,1,2
2288,6,2,1,2,1,2,1,1,2,1
2289,4,2,1,2,1,3,2,3,2,1
2290,7,2,2,2,1,9,9,9,9,9
2291,11,2,1,2,2,3,2,1,1,1
2292,5,2,2,2,1,2,2,2,2,1
2293,9,2,1,2,1,1,2,1,1,1
2294,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2295,7,2,1,2,1,2,2,1,1,1
2296,4,2,2,2,1,2,2,2,1,1
2297,9,2,1,2,1,2,2,3,2,1
2298,6,2,1,2,2,2,2,2,2,2
2299,7,2,1,2,1,2,2,1,1,1
2300,3,2,1,2,1,9,9,9,9,9
2301,3,2,1,2,1,1,2,1,1,1
2302,11,2,1,2,1,2,2,1,1,1
2303,6,2,1,2,1,2,2,2,1,1
2304,6,2,1,2,1,1,2,1,1,1
2305,5,2,2,2,1,3,2,2,2,1
2306,8,2,1,2,1,2,2,2,1,2
2307,4,2,1,2,1,2,2,2,1,1
2308,4,2,1,2,1,3,2,3,2,1
2309,2,2,1,2,1,1,2,1,1,1
2310,5,2,1,2,1,1,2,1,1,2
2311,3,2,1,2,1,2,2,2,1,2
2312,6,2,1,2,1,3,2,2,1,1
2313,6,2,1,2,2,3,2,1,1,2
2314,6,2,1,2,1,2,2,1,1,1
2315,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2316,5,2,1,2,1,2,2,1,1,1
2317,7,2,1,2,1,2,2,1,1,1
2318,12,2,1,2,1,2,3,1,1,1
2319,6,2,1,1,1,2,2,1,2,2
2320,7,2,1,2,1,3,2,1,2,1
2321,3,2,1,2,1,3,2,2,1,1
2322,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2323,4,2,1,2,1,2,1,1,1,1
2324,4,2,1,2,1,3,2,3,2,1
2325,5,2,2,2,1,9,9,9,9,9
2326,6,2,1,2,1,2,2,1,1,2
2327,5,2,1,2,1,2,2,1,1,1
2328,10,2,1,2,1,2,2,2,1,1
2329,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2330,4,2,1,2,1,2,2,2,1,2
2331,5,2,1,2,1,2,2,1,2,1
2332,7,2,1,2,1,2,2,2,3,1
2333,4,2,1,2,1,2,2,2,1,2
2334,3,2,1,2,1,2,2,1,1,1
2335,3,2,1,2,1,1,2,2,1,1
2336,3,2,2,2,1,1,2,1,1,3
2337,7,2,1,2,1,2,2,1,1,1
2338,4,2,1,2,1,2,2,1,1,1
2339,8,2,1,2,1,3,2,1,1,1
2340,3,2,1,2,1,2,2,1,2,1
2341,4,2,1,2,1,2,2,1,1,1
2342,8,2,1,2,1,1,2,2,1,1
2343,8,2,1,2,1,1,2,1,1,1
2344,6,2,2,2,1,2,2,1,1,1
2345,5,2,1,2,1,9,9,9,9,9
2346,12,2,1,2,1,2,2,2,1,1
2347,6,2,1,2,1,2,2,1,1,1
2348,4,2,1,2,1,1,2,2,1,1
2349,4,2,1,2,1,1,2,1,1,1
2350,6,2,1,2,1,9,9,9,9,9
2351,3,2,1,2,1,2,2,1,1,1
2352,10,2,1,2,1,2,2,1,1,2
2353,5,2,1,2,1,3,2,2,1,1
2354,9,2,1,2,1,2,2,1,1,1
2355,8,2,1,2,1,1,2,1,1,1
2356,10,2,1,2,1,1,2,1,1,1
2357,6,2,1,2,2,2,2,1,1,1
2358,7,2,1,2,1,3,2,1,1,1
2359,4,2,1,2,1,2,2,2,2,3
2360,6,2,1,2,1,2,2,1,1,1
2361,4,2,1,2,1,2,2,1,1,1
2362,4,2,1,2,1,2,2,1,1,3
2363,9,2,1,2,1,1,2,1,1,1
2364,4,2,1,2,1,1,2,2,1,1
2365,5,2,1,2,1,1,2,1,1,1
2366,5,1,1,1,1,2,2,1,1,2
2367,2,2,2,2,1,1,2,1,1,1
2368,6,2,2,2,1,2,2,1,1,1
2369,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2370,5,2,1,2,1,9,2,2,1,1
2371,11,2,1,2,1,2,2,1,1,1
2372,4,2,1,2,1,2,2,1,1,1
2373,11,2,1,2,1,3,2,2,2,1
2374,7,2,2,2,1,2,2,1,1,1
2375,6,2,1,2,1,3,2,1,2,1
2376,7,2,1,2,1,1,2,2,1,1
2377,9,2,1,2,1,1,2,2,1,1
2378,7,2,1,2,1,1,1,1,1,1
2379,6,2,1,2,1,2,2,1,1,1
2380,5,2,1,2,1,3,2,1,1,1
2381,4,2,2,2,1,2,2,1,1,1
2382,4,2,1,2,1,9,9,9,9,9
2383,5,2,1,2,1,2,2,1,1,1
2384,11,2,1,2,1,1,2,2,1,1
2385,8,2,1,2,1,9,9,9,9,9
2386,4,2,1,2,1,1,2,1,1,2
2387,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2388,7,2,2,2,1,3,1,1,1,1
2389,12,2,1,2,1,3,2,1,1,1
2390,12,2,1,2,1,3,2,1,1,2
2391,5,2,1,2,1,2,3,2,1,1
2392,5,2,1,2,1,2,1,1,1,1
2393,10,2,1,2,1,1,2,2,1,1
2394,3,2,2,2,1,1,2,1,1,1
2395,9,2,1,2,1,2,2,1,1,1
2396,6,2,2,2,1,2,2,1,3,2
2397,12,2,1,2,1,2,2,1,1,2
2398,9,2,1,2,1,2,2,1,1,1
2399,4,2,1,2,1,2,1,1,1,3
2400,4,2,2,2,1,1,2,2,1,1
2401,4,2,1,2,1,1,2,1,1,2
2402,6,2,1,2,1,2,2,1,1,2
2403,3,2,1,2,1,2,2,1,1,2
2404,6,2,1,2,1,9,9,9,9,9
2405,12,2,1,2,1,2,2,1,1,1
2406,6,2,1,2,1,1,2,2,1,1
2407,3,2,1,2,1,1,2,1,1,1
2408,3,2,1,2,1,2,2,1,1,1
2409,7,2,1,2,1,2,2,1,1,1
2410,8,2,1,2,1,1,2,1,1,2
2411,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2412,4,2,1,2,1,2,1,1,1,1
2413,4,2,2,2,1,9,9,9,9,9
2414,10,2,2,2,1,2,2,1,1,1
2415,7,2,2,2,1,2,2,1,1,2
2416,3,2,2,2,1,2,2,2,1,1
2417,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2418,9,2,1,2,1,1,2,2,1,1
2419,8,2,1,2,1,1,2,2,1,1
2420,4,2,1,2,1,1,2,1,1,1
2421,4,2,1,2,1,2,2,1,1,1
2422,5,2,1,2,1,1,2,1,1,1
2423,5,2,1,2,1,2,2,2,2,2
2424,11,1,1,2,1,1,2,1,1,1
2425,4,2,2,2,1,2,2,2,1,2
2426,5,2,2,2,2,1,2,1,2,1
2427,4,2,1,2,1,2,2,1,1,2
2428,4,2,1,2,1,9,9,9,9,9
2429,3,2,1,2,2,2,2,1,1,1
2430,3,2,1,2,2,2,2,1,1,1
2431,3,2,1,2,2,3,2,3,3,2
2432,6,2,1,2,1,3,2,3,3,1
2433,5,2,1,2,1,3,1,1,1,1
2434,4,2,1,2,1,2,2,2,1,1
2435,4,2,1,2,1,2,1,1,1,1
2436,4,2,1,2,2,1,2,1,1,1
2437,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2438,5,2,1,2,1,2,2,1,1,1
2439,3,2,1,2,2,3,2,3,1,1
2440,3,2,1,2,2,2,2,2,3,1
2441,4,2,1,2,1,2,2,2,1,1
2442,2,2,1,2,2,2,2,1,1,1
2443,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2444,3,2,1,2,1,2,2,1,1,1
2445,4,2,1,2,2,3,2,3,1,1
2446,5,2,1,2,2,2,2,2,3,1
2447,3,2,1,2,2,2,1,2,3,1
2448,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2449,4,2,1,2,2,2,2,1,1,1
2450,6,2,1,2,1,2,2,1,2,1
2451,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2452,4,2,1,2,2,2,2,1,1,1
2453,8,2,1,2,1,3,2,3,1,3
2454,4,2,1,2,1,3,2,3,3,1
2455,6,2,1,2,1,2,2,1,1,1
2456,4,2,1,2,1,2,2,1,1,1
2457,8,2,1,2,1,2,2,1,1,1
2458,10,2,1,2,1,2,2,1,1,1
2459,5,2,1,2,2,2,2,3,1,1
2460,3,2,1,2,1,3,2,3,3,1
2461,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2462,8,2,1,2,1,2,2,2,3,1
2463,5,2,1,2,1,3,2,2,1,1
2464,8,2,1,2,1,9,9,9,9,9
2465,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2466,5,2,1,2,1,2,2,1,1,1
2467,8,2,1,2,1,2,2,1,1,1
2468,6,2,1,2,2,2,2,1,1,1
2469,3,2,1,2,2,2,2,3,3,1
2470,4,2,1,2,1,2,2,2,3,1
2471,12,2,1,2,1,2,2,2,3,1
2472,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2473,10,2,1,2,1,2,2,2,1,1
2474,4,2,1,2,2,2,2,1,1,1
2475,6,2,1,2,1,2,2,1,1,1
2476,3,2,1,2,1,2,1,2,1,1
2477,7,2,1,2,1,2,2,1,1,1
2478,5,2,1,2,1,2,2,3,3,1
2479,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2480,10,2,1,2,1,9,9,9,9,9
2481,10,2,1,2,1,1,2,1,1,1
2482,5,2,1,2,1,2,2,3,1,1
2483,5,2,1,2,1,2,2,2,1,1
2484,10,2,1,2,1,2,2,1,1,1
2485,4,2,1,2,1,2,2,2,1,1
2486,3,2,1,2,1,3,2,3,1,2
2487,5,2,1,2,1,2,2,2,3,1
2488,8,2,1,2,1,2,1,1,1,1
2489,9,2,1,2,1,2,2,1,2,1
2490,6,1,1,2,1,2,2,1,1,1
2491,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2492,5,1,1,2,1,2,1,1,1,1
2493,6,2,1,2,1,3,2,2,2,1
2494,4,2,1,2,2,2,2,2,3,1
2495,4,2,1,2,1,2,2,2,1,1
2496,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2497,6,2,1,2,1,2,2,1,1,1
2498,8,1,1,2,1,2,3,1,1,3
2499,4,2,1,1,1,3,2,3,1,2
2500,3,2,1,2,1,2,3,2,1,1
2501,12,2,1,2,1,2,3,1,1,1
2502,9,2,1,2,1,2,3,3,1,3
2503,9,2,1,2,1,2,2,1,1,1
2504,3,2,1,2,1,3,2,3,2,1
2505,4,2,1,2,2,2,2,1,1,1
2506,4,2,1,2,1,3,2,3,2,2
2507,5,2,1,2,1,2,2,1,3,1
2508,10,2,1,2,1,3,1,1,1,1
2509,4,2,1,2,1,2,2,2,1,1
2510,6,2,1,2,1,2,2,3,3,1
2511,8,2,1,2,1,2,2,2,1,1
2512,3,2,1,2,1,2,2,1,1,1
2513,4,2,1,2,1,3,2,2,1,1
2514,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2515,4,2,1,2,1,3,2,3,1,3
2516,4,2,1,2,2,2,2,2,3,1
2517,6,2,1,2,1,9,9,9,9,9
2518,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2519,4,2,1,2,2,2,3,2,1,1
2520,8,2,1,2,1,2,2,2,3,1
2521,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2522,5,2,1,2,2,2,2,2,3,1
2523,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2524,4,2,1,2,1,1,2,2,3,1
2525,5,1,1,2,2,2,9,9,9,9
2526,4,2,1,2,1,2,2,1,1,1
2527,4,2,1,2,1,1,2,2,1,1
2528,3,2,1,2,2,2,2,1,1,1
2529,5,2,1,2,1,3,2,2,1,1
2530,5,2,1,2,1,2,2,1,1,1
2531,6,2,1,2,1,2,2,1,1,1
2532,6,2,1,2,1,2,2,2,1,1
2533,5,2,1,2,1,2,2,3,3,1
2534,7,2,1,1,1,2,2,1,1,1
2535,4,2,1,2,1,2,2,1,1,1
2536,5,2,1,2,1,3,2,3,1,1
2537,4,2,1,2,2,2,2,3,1,1
2538,8,2,1,2,2,2,2,2,1,1
2539,7,2,1,2,1,2,2,2,1,1
2540,5,2,1,2,1,2,2,3,1,1
2541,4,2,1,2,1,3,2,1,1,1
2542,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2543,4,2,1,2,2,3,2,3,1,1
2544,4,2,1,2,2,2,2,3,3,1
2545,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2546,3,2,1,2,2,2,2,1,1,1
2547,4,2,1,2,1,2,2,3,3,1
2548,4,2,1,2,1,2,2,1,1,1
2549,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2550,5,2,1,2,2,2,2,1,1,1
2551,6,2,1,2,1,2,2,2,2,1
2552,4,1,1,2,1,3,2,2,2,1
2553,4,2,1,2,1,2,2,3,3,1
2554,4,2,1,2,2,2,2,1,1,1
2555,6,2,1,2,1,3,2,2,1,1
2556,5,2,2,2,1,2,2,1,1,1
2557,4,2,1,2,2,2,2,1,1,1
2558,6,2,1,2,1,3,2,3,1,1
2559,4,2,1,1,1,2,1,2,2,1
2560,9,2,1,2,1,2,2,2,1,1
2561,3,2,1,2,1,2,2,1,1,1
2562,3,2,1,2,2,2,3,3,1,1
2563,2,2,1,2,1,2,2,2,1,1
2564,4,2,1,2,1,2,2,2,1,1
2565,4,2,1,2,1,2,2,1,1,1
2566,6,2,1,2,1,3,2,3,3,1
2567,4,2,1,2,1,9,9,9,9,9
2568,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2569,5,2,1,2,1,2,2,1,1,1
2570,4,2,1,2,1,2,2,2,1,1
2571,3,2,1,2,1,2,2,1,1,1
2572,3,2,1,2,1,3,2,2,1,1
2573,5,2,1,2,1,3,2,3,2,1
2574,6,2,1,2,1,2,2,2,3,1
2575,6,2,1,2,1,2,1,2,1,1
2576,4,1,1,2,1,2,1,3,3,1
2577,8,2,1,2,1,2,2,2,1,1
2578,4,2,1,2,1,2,2,1,1,1
2579,10,2,1,2,1,2,2,1,1,1
2580,5,2,1,2,1,3,2,1,1,1
2581,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2582,3,2,1,2,1,3,2,2,1,1
2583,4,2,1,2,1,2,2,3,3,1
2584,4,2,1,2,1,2,2,2,1,1
2585,9,2,1,1,1,2,2,1,1,1
2586,4,2,1,2,2,2,2,1,1,1
2587,7,2,1,2,1,2,2,2,1,1
2588,6,1,1,2,1,2,3,1,1,1
2589,8,2,1,2,1,2,2,3,2,2
2590,6,2,1,2,1,3,2,2,3,1
2591,4,2,1,2,2,2,2,2,1,1
2592,4,2,1,2,1,2,2,3,1,1
2593,6,2,1,2,1,2,2,2,1,1
2594,3,2,1,2,1,2,2,2,1,1
2595,5,2,1,2,1,3,2,3,2,1
2596,4,2,1,2,1,2,2,3,3,1
2597,5,2,1,2,1,2,2,2,1,1
2598,4,2,1,2,1,2,2,3,3,1
2599,5,2,1,2,2,2,2,3,1,1
2600,4,2,1,2,1,2,2,1,1,1
2601,5,2,1,2,1,2,2,1,1,1
2602,6,2,1,2,1,2,2,2,1,1
2603,4,2,1,2,1,3,2,3,1,1
2604,6,2,1,2,1,2,2,1,1,1
2605,5,2,1,2,1,2,2,2,3,1
2606,8,2,1,2,1,2,2,2,1,1
2607,4,2,1,2,1,2,1,1,1,1
2608,4,2,1,2,2,1,2,1,1,1
2609,12,2,1,2,1,2,2,1,1,1
2610,5,2,1,2,1,3,2,1,1,1
2611,5,2,1,2,1,2,2,2,2,1
2612,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2613,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2614,3,1,1,2,1,2,2,1,1,1
2615,12,2,1,2,1,2,2,1,1,1
2616,4,2,1,2,1,3,2,3,1,1
2617,4,2,1,2,1,3,2,3,1,1
2618,8,1,1,1,1,1,2,2,2,1
2619,5,2,1,2,1,2,2,2,1,1
2620,3,2,1,2,1,2,2,2,1,1
2621,6,2,1,2,1,2,2,1,1,1
2622,5,2,1,2,2,2,2,1,1,1
2623,5,2,1,2,1,2,2,3,3,1
2624,6,2,1,2,1,3,2,3,1,1
2625,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2626,4,2,1,2,2,2,2,1,1,1
2627,8,2,1,2,1,3,3,3,1,1
2628,3,2,1,2,1,2,2,1,1,1
2629,3,2,1,2,1,2,2,2,1,1
2630,10,2,1,2,1,3,2,1,1,1
2631,5,2,1,2,1,3,2,1,1,1
2632,12,2,1,2,1,3,2,3,3,1
2633,5,2,1,2,1,2,2,3,1,1
2634,4,2,1,2,1,2,3,2,3,1
2635,5,2,1,2,1,2,2,2,1,1
2636,9,2,1,2,1,2,2,2,1,1
2637,5,2,1,2,2,2,3,2,3,1
2638,4,2,1,2,2,2,2,2,1,1
2639,3,2,1,2,1,2,2,1,1,1
2640,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2641,6,2,1,2,1,3,2,3,1,2
2642,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2643,3,2,1,2,1,2,2,1,1,1
2644,9,2,1,2,1,2,2,3,2,2
2645,8,2,1,2,1,2,2,1,1,1
2646,12,2,1,2,1,2,2,1,1,1
2647,4,2,1,2,1,3,2,2,3,2
2648,8,2,1,2,1,2,2,2,2,1
2649,4,2,1,1,1,2,2,1,1,1
2650,12,1,1,2,1,2,2,1,1,1
2651,5,2,1,2,1,2,1,2,1,1
2652,8,2,1,2,1,3,2,1,1,1
2653,8,2,1,2,2,1,2,1,1,1
2654,4,2,1,2,1,2,2,1,1,1
2655,5,2,1,2,1,2,2,1,1,1
2656,4,2,1,2,1,1,2,2,1,1
2657,2,2,1,2,1,2,2,1,1,1
2658,3,2,1,2,1,1,2,2,1,1
2659,3,2,1,2,1,2,2,1,1,1
2660,4,1,1,2,1,1,2,2,1,1
2661,5,2,1,2,1,9,9,9,9,9
2662,5,2,1,2,1,1,2,2,1,1
2663,4,2,1,2,1,2,2,1,1,1
2664,5,2,1,2,1,3,2,1,1,1
2665,12,1,1,2,1,3,2,1,1,2
2666,5,2,1,2,2,2,2,1,1,1
2667,10,2,1,2,1,2,2,1,1,1
2668,5,2,1,2,1,1,1,1,1,1
2669,9,2,1,2,1,3,2,1,1,1
2670,8,2,1,2,1,2,2,1,1,1
2671,5,2,1,2,1,1,2,2,1,1
2672,4,2,1,2,1,2,2,3,2,1
2673,4,2,2,2,1,2,2,1,1,1
2674,6,2,1,2,1,3,2,1,1,1
2675,4,2,1,2,1,3,2,1,1,1
2676,8,2,1,2,1,2,2,1,1,1
2677,3,2,1,2,1,3,2,1,3,1
2678,4,2,1,2,1,1,2,2,1,1
2679,3,2,1,2,1,1,2,1,2,1
2680,3,2,1,2,1,2,2,1,1,1
2681,5,2,1,2,1,2,2,1,1,1
2682,3,2,1,2,1,2,2,1,1,1
2683,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2684,9,2,1,2,1,1,2,2,1,1
2685,7,2,1,2,1,1,2,1,1,1
2686,4,2,1,2,1,2,2,1,1,1
2687,12,2,1,2,1,3,1,1,1,1
2688,2,2,1,2,1,1,2,1,1,1
2689,4,2,1,2,1,3,2,1,1,1
2690,5,2,1,2,1,2,2,1,1,1
2691,5,2,1,2,1,1,2,2,1,1
2692,3,2,1,2,1,1,2,1,1,1
2693,3,2,1,2,1,2,2,1,1,1
2694,5,2,1,2,1,3,2,1,1,1
2695,6,2,1,2,1,3,2,1,3,1
2696,5,2,1,2,1,1,2,1,1,1
2697,2,2,1,2,1,1,2,1,1,1
2698,2,2,1,2,2,2,2,1,1,1
2699,5,2,1,2,1,2,2,1,1,1
2700,6,2,2,2,1,3,2,1,1,1
2701,4,2,1,2,2,2,1,1,1,1
2702,3,2,1,2,1,1,2,2,1,1
2703,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2704,4,2,1,2,1,2,2,1,1,1
2705,3,2,1,2,1,1,2,1,1,1
2706,5,2,1,2,2,3,2,1,1,1
2707,6,2,1,2,1,2,2,1,1,1
2708,2,2,1,2,1,2,2,1,1,1
2709,5,2,1,2,1,1,2,2,1,1
2710,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2711,6,2,1,1,1,2,2,1,1,1
2712,6,1,1,2,1,1,2,2,1,1
2713,10,2,1,2,1,1,2,1,1,1
2714,6,2,1,2,1,3,2,1,1,1
2715,12,2,1,2,1,2,1,1,1,1
2716,4,2,1,2,1,2,2,2,1,1
2717,3,2,1,2,1,2,2,1,1,1
2718,8,2,1,2,1,3,2,1,1,1
2719,5,2,1,2,1,2,1,1,1,1
2720,3,2,1,2,2,1,2,1,1,1
2721,5,2,1,2,1,2,2,1,1,1
2722,4,2,1,2,2,1,2,1,1,2
2723,4,2,1,2,1,1,2,2,1,1
2724,4,2,1,2,1,2,2,1,1,1
2725,7,2,1,2,1,1,2,2,1,1
2726,6,2,1,2,1,2,2,1,1,1
2727,6,2,1,2,1,2,2,1,1,1
2728,4,2,1,2,1,1,2,1,1,1
2729,5,2,1,2,1,2,2,1,3,1
2730,3,2,1,2,1,1,2,2,1,1
2731,9,2,1,2,1,2,2,1,1,1
2732,2,2,1,2,1,1,2,1,1,1
2733,4,2,1,2,1,2,2,1,1,1
2734,9,2,2,2,1,9,2,1,1,1
2735,5,2,1,2,1,1,2,1,1,1
2736,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2737,4,2,1,2,1,2,2,2,2,1
2738,3,2,1,2,1,1,2,1,1,1
2739,3,2,1,2,1,2,2,1,1,1
2740,12,2,1,2,1,1,2,2,1,1
2741,4,2,1,2,1,2,2,1,1,1
2742,5,2,1,2,1,3,2,1,1,1
2743,6,2,1,2,1,2,2,1,1,1
2744,6,2,1,2,1,1,2,1,1,1
2745,6,2,1,2,1,2,2,1,1,1
2746,6,2,1,2,1,1,1,1,1,1
2747,5,2,1,2,1,2,2,1,1,1
2748,5,2,1,2,1,3,2,1,1,1
2749,4,2,1,2,1,3,2,1,1,1
2750,5,2,1,2,1,2,2,1,1,1
2751,7,2,1,2,1,2,2,1,1,1
2752,5,2,1,2,2,1,2,1,1,1
2753,6,2,1,2,1,3,2,1,1,1
2754,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2755,4,2,1,2,1,2,1,1,1,1
2756,5,2,1,2,1,3,3,1,1,1
2757,3,2,1,2,2,2,2,1,1,1
2758,3,2,1,2,1,3,2,1,1,1
2759,6,2,1,2,1,2,2,1,1,1
2760,4,2,1,2,1,2,2,1,1,1
2761,3,1,1,2,1,1,2,1,3,1
2762,7,2,1,2,1,2,1,1,1,1
2763,2,2,1,2,1,2,2,1,3,1
2764,4,2,1,2,1,2,1,1,1,1
2765,5,2,1,2,1,1,2,2,1,1
2766,4,2,2,2,1,2,2,1,1,1
2767,5,2,1,2,1,3,2,2,2,1
2768,5,2,1,2,1,3,1,1,1,1
2769,7,2,1,2,1,2,2,1,1,1
2770,3,2,1,2,1,2,2,1,1,1
2771,4,2,1,2,2,1,3,1,1,1
2772,6,1,1,2,1,1,2,2,1,1
2773,6,2,1,2,1,2,2,1,1,1
2774,7,2,1,2,1,1,2,1,1,2
2775,10,2,1,2,1,2,2,2,1,1
2776,8,2,1,2,1,2,2,1,1,1
2777,9,2,1,2,1,2,1,1,1,1
2778,3,2,1,2,1,2,2,1,1,1
2779,7,2,1,2,1,1,2,2,1,1
2780,12,2,1,2,1,1,2,1,1,1
2781,11,2,1,2,1,3,2,1,1,1
2782,11,2,1,2,1,2,2,2,1,1
2783,4,2,1,2,1,3,2,1,1,1
2784,6,2,1,2,1,2,1,1,1,1
2785,4,2,1,2,1,2,2,1,1,1
2786,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2787,4,2,1,2,1,2,2,1,1,1
2788,5,2,1,2,1,1,2,2,1,1
2789,4,2,1,2,1,2,2,1,1,1
2790,4,2,1,2,1,2,2,1,1,1
2791,7,2,1,2,1,2,2,1,1,1
2792,5,2,1,2,1,3,2,1,1,1
2793,6,2,1,2,2,3,2,2,3,2
2794,7,2,1,2,2,1,2,1,1,1
2795,8,2,1,2,1,1,2,2,1,1
2796,3,2,1,2,1,2,2,1,1,1
2797,6,2,1,2,1,2,2,1,2,1
2798,4,2,1,2,1,2,2,1,2,1
2799,8,2,1,2,1,1,2,1,3,1
2800,3,2,1,2,1,1,2,1,1,3
2801,7,2,1,2,1,2,2,1,1,1
2802,10,2,1,2,1,2,2,1,1,1
2803,2,2,1,2,1,2,2,1,1,1
2804,10,2,1,2,1,3,2,1,1,1
2805,3,2,1,2,1,3,1,1,1,1
2806,2,2,1,2,1,2,2,1,1,1
2807,6,2,1,2,1,1,2,1,1,1
2808,4,2,1,2,1,2,2,1,1,1
2809,11,2,1,2,1,1,2,2,1,1
2810,4,2,1,2,1,3,2,1,1,1
2811,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2812,9,2,1,2,1,2,2,1,1,1
2813,6,2,1,2,1,1,2,1,1,1
2814,4,2,1,2,1,1,2,2,1,1
2815,4,2,1,2,1,2,2,1,1,1
2816,6,2,1,2,1,1,2,2,1,1
2817,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2818,4,2,1,2,1,2,2,1,1,1
2819,7,2,1,2,1,2,2,1,1,1
2820,8,2,2,2,1,2,2,1,1,1
2821,3,2,1,2,2,2,2,1,1,1
2822,7,2,1,2,1,1,2,2,1,1
2823,3,2,1,2,1,2,2,1,1,1
2824,3,2,1,2,1,1,1,1,1,1
2825,6,2,1,2,1,2,2,1,1,1
2826,4,2,1,2,1,2,2,1,1,1
2827,4,2,1,2,1,2,2,1,1,1
2828,3,2,1,2,2,2,2,1,1,1
2829,4,2,1,2,1,2,2,1,3,3
2830,7,2,1,1,1,2,2,1,1,1
2831,4,2,1,2,2,2,2,1,1,2
2832,4,1,1,2,1,2,2,1,3,1
2833,5,2,1,2,1,1,2,2,1,1
2834,6,2,1,2,1,3,3,1,1,1
2835,7,2,1,2,1,1,2,1,1,1
2836,5,2,1,2,1,2,2,3,1,1
2837,8,2,1,2,1,2,3,1,1,1
2838,4,2,1,2,1,1,2,2,1,1
2839,7,2,1,2,1,3,2,1,3,1
2840,5,2,1,2,1,2,2,1,1,1
2841,12,2,1,2,1,2,3,1,1,1
2842,6,2,1,2,1,2,2,1,1,1
2843,3,2,1,2,1,2,3,1,1,2
2844,4,2,1,2,1,2,2,1,1,1
2845,3,2,1,2,1,1,2,2,1,1
2846,4,2,1,2,1,1,2,3,1,2
2847,4,2,1,2,1,1,2,1,1,1
2848,5,2,1,2,1,2,2,2,2,1
2849,3,2,1,2,1,2,2,2,1,1
2850,6,2,1,2,1,1,2,2,1,1
2851,5,2,1,2,1,1,2,1,1,2
2852,10,2,1,2,1,2,1,1,1,1
